"C_SD23C","C_SD11","C_SD12","C_SD13","C_SD14","C_SD21","C_SD22A","C_SD22B","C_SD22C","C_SD22D","C_SD22E","C_SD23A","C_SD23B","C_SD31","C_SD32","C_SD33","C_SD41","C_SD42","C_SD51","C_SD52","C_SD53","C_SD54"
1,0.70739213724202,0.518503032206995,0.679711955432012,0.663199464437666,0.724003508692885,0.73078118072959,0.684388098933389,0.591111547868876,0.68413957248349,0.769120515868441,0.849184656053788,0.709896332913024,0.693757427324532,0.667632358674712,0.637668909597771,0.629290583156359,0.724438745832445,0.648577190914825,0.505284218002513,0.37280333476888,0.670818298248037
